age,rating,team_id,worth
34,904.6734654670852,1,6218.092151175445
34,4787.985441856113,1,6173.57178416962
18,5234.259232362341,1,2337.629205836
27,13326.52900790307,1,328.32154564580486
32,13938.930422702011,1,117.2067739127482
28,3551.6500578418813,1,3737.2645129111493
34,5199.408657101304,1,4692.500609184324
18,5522.809857774825,1,18726.1595257927
34,8642.186972688261,1,4730.095930390926
33,6003.961991222719,1,10315.804727368017
17,2742.0703820081244,1,4511.246807246203
17,2549.725212604385,1,844.386711295697
19,23651.162195856625,1,9317.649684812262
34,2505.921349616694,1,4404.10489077379
23,5152.173176248437,1,600.6020861207122
20,4117.076590801819,1,12183.620225298644
22,2226.445988580294,1,12854.64126626965
29,6359.114030163428,1,6563.894508176402
30,5637.936345474001,1,6812.616938534563
29,10863.722043487121,1,5828.855332351709
27,483.53608041342784,1,1989.587756043712
19,6690.759491135847,1,12460.51310769905
33,6715.177676979286,1,8019.548083937122
28,2398.5985440033614,1,12947.60334182647
20,11433.305149388027,1,4883.123488776161
21,16278.868193988385,1,16373.126975189958
31,10875.037453805178,1,5531.034275324801
30,3435.7316211146854,1,17221.28547772666
24,10573.927966969548,1,3849.4199204036595
24,5500.157435911373,1,329.25546382837655
22,9603.62947892593,1,16070.791463011023
18,12196.05529365501,1,3980.533522252965
19,10663.714559087615,1,3979.085645464866
28,2177.958619552575,1,2508.0142505336694
32,18846.053714863734,1,10565.38033584454
30,1812.3282365220277,1,6704.815501048514
17,1926.642154830422,1,14847.982816702477
25,1629.9705535671346,1,4750.992520065618
25,10649.713343228852,1,12040.517355808497
28,8606.616392969496,1,12962.253316402532
28,3901.445408840367,1,5013.841378598092
33,13871.67269685749,1,13999.703839167822
18,188.19181054668454,1,20031.756336540395
33,12009.24971135543,1,6003.598399578191
20,7414.980638319431,1,5976.989181963828
29,26856.549813128444,1,13231.587519351802
30,11043.861641975607,1,21338.144180242165
34,15918.776688817337,1,10085.886998969656
18,14240.028991134706,1,8738.7766062553
22,6766.19762947704,1,18128.79033665126
20,5441.090608036273,1,6069.542928719069
19,5158.3997795078,1,3662.753313235522
32,8379.913620441495,1,13447.186298959099
27,2434.7641013733005,1,844.4848803100128
28,9684.083049227302,1,7583.775768766086
28,17628.44477632155,1,448.81868679088956
23,3592.8292493948616,1,2569.4285812314065
20,11815.738703806424,1,9553.403004080947
25,3509.1472744675857,1,1774.2331448121852
25,16364.331647263067,1,14180.468199695624
25,9412.467413174394,1,12142.329180896057
29,1231.5252758363574,1,20505.801002257755
24,6152.880233141127,1,5530.479351444629
23,8122.3478402576275,1,29694.943201462575
21,4794.233173100051,1,1714.53744854621
34,1784.9768542782213,1,4029.210903498942
27,4035.417317489353,1,5958.418127841297
22,2361.810482249986,1,18154.60479087911
34,16083.116811212565,1,5940.341329554163
20,1041.1676612367055,1,1811.1862328359603
33,1726.6659860921468,1,8567.63044836088
17,9927.76815100879,1,1688.6487224334635
30,5441.06368669714,1,993.0134788236832
18,1087.4004162103993,1,8670.823695583502
31,6911.47924936341,1,7394.152464660595
25,6516.845403344826,1,3907.8055532438616
31,1192.8476002901668,1,8288.651766226507
25,129.83985962577594,1,14689.67019241884
32,1993.0179448162269,1,6931.003093345922
30,3140.632351781233,1,9678.79633193292
24,11138.340096604266,1,1156.734541038129
22,3631.67845162839,1,13098.83656068178
32,8363.625250659637,1,3638.794098598838
22,293.46855157508116,1,5223.193843449412
28,7015.546472676865,1,9012.836330595845
26,2903.9456274921113,1,18391.127888410596
24,9311.499249374881,1,2824.782645584432
25,9396.770912787115,1,380.4460857021271
21,15840.776058265015,1,7691.438232977983
33,16902.23823554717,1,70.39281567831492
23,240.09805140041217,1,9040.65952579018
22,200.38370026933902,1,8536.992643905041
33,4815.732263281221,1,4606.140243500344
18,1640.6068945672225,1,11965.563981047606
23,7871.101402636952,1,12742.039134540588
29,9678.378055857613,1,1415.9430683725966
32,2815.7160994223327,1,13010.327298674796
23,19912.94262779685,1,7369.313743843875
25,11418.789812457446,1,7079.1972364084795
27,1071.9539612648166,1,2500.1233640944815
23,694.3688219852355,2,2491.955231055018
21,4733.828793958903,2,1796.5333072008782
23,6621.19320370707,2,5480.616659985922
30,1525.794940289753,2,2598.3045326605843
34,6012.763547076245,2,9665.006952455165
18,8582.289309134565,2,5230.404022908773
19,4044.86614906279,2,1499.7716672996473
34,2729.236668227272,2,8331.945288003619
19,5475.4601498734655,2,335.6492406332665
22,2998.665999746297,2,600.4506083137385
28,8725.893846653793,2,3654.532690003926
18,5627.398449539439,2,1599.3576001268862
28,1290.8830557310835,2,2265.1599503487178
19,1755.7519639946197,2,1950.6838251224717
20,1200.6257578070265,2,4343.275551773462
26,2137.635750568218,2,2044.88397221601
20,859.6502801253029,2,5141.124038833536
26,2702.6468465074922,2,3845.9364102161067
20,10492.02386423204,2,7067.4020986981905
30,4240.758695710276,2,5074.091288785069
27,6607.894663636048,2,4803.529118010338
24,5125.2122472557085,2,8026.859618179925
30,6914.0955543477685,2,4717.748806428918
30,142.3088523223358,2,7646.243390562204
31,5190.766650281998,2,6508.577941976146
33,3036.195270245661,2,1482.443125342588
26,1045.7231746777204,2,1944.951370341627
28,377.9911052401863,2,12572.906514337485
21,2351.914342363856,2,6726.737847955381
26,484.22563777192573,2,330.96567520820736
34,1392.10485378501,2,2574.812938236503
29,12603.563338165497,2,8963.625223404375
21,10217.460583503715,2,889.641315676357
19,7491.492047390971,2,521.4879258342962
18,13541.16703768,2,3601.5402576771767
20,5716.739523364955,2,10637.395489680264
26,8639.218781326814,2,4374.720025718076
27,9041.09809913722,2,1659.1381591452916
20,6018.1739800127525,2,545.2477095415502
17,2069.7017119995235,2,4829.90011434138
23,3583.7585049970485,2,5103.489741238223
25,1708.7784740852471,2,1585.6391175057483
31,854.6164863224025,2,163.41043665311793
27,2705.7656859098147,2,13230.829846545292
24,1979.8600519391816,2,5533.126584414072
29,1279.5233067034694,2,5160.09546250829
21,7816.450654081955,2,5425.61703234066
31,6670.788927817476,2,2869.86601446324
19,2575.361480749842,2,4517.901187768573
31,5043.808816402605,2,1412.9863510327923
32,228.91910504814533,2,734.3099408722557
21,4109.814063601544,2,1648.2791212369973
33,5451.533008350168,2,6882.822141339343
30,4368.19311378806,2,14634.009935448727
20,4523.047482952234,2,3793.0778711432076
32,2972.500013878264,2,5608.67416213375
24,1133.803072578156,2,3181.2133343682485
33,0.4122722764843655,2,84.79562358673728
29,8399.86858636842,2,9959.97651883075
32,5074.240858188243,2,4338.051335766406
30,399.14137403517583,2,4143.2390911198145
18,1134.9888033850157,2,2832.439245069935
30,5236.8760974804045,2,1972.4785515534893
33,7294.790789995397,2,632.7013388371394
18,5513.055269790639,2,688.382616860394
20,631.3800141843569,2,58.196248390775146
26,1446.5010965216368,2,7453.414209656503
25,4184.622678495661,2,6619.743004188676
30,3990.9042206738586,2,1710.5716376314501
19,4524.35870902228,2,481.78225578361634
28,900.3860553177755,2,4704.925123970371
27,6739.922299076892,2,1695.3713020517428
25,2950.668310776719,2,3616.5829870318244
29,1726.5551713456537,2,1515.6685348364097
17,620.1576720772407,2,4846.849478068148
19,5234.965914147053,2,2827.3987716869915
32,2720.019335864972,2,6295.1359673911
25,3352.018687568251,2,5987.864242145081
22,4598.487425418221,2,5715.00178208569
31,534.8965224227035,2,1788.6506236036273
26,5305.423835657877,2,9700.201669651735
23,3793.875469873964,2,6142.841699530835
25,1292.0945762761337,2,5931.893736235655
27,10532.625438412135,2,4146.542837064138
18,9101.894005198277,2,1205.0306147636777
17,1222.8525779136094,2,4591.695582662228
34,4621.577655715445,2,1204.5577257797254
21,2464.8105274717964,2,9155.63230622272
21,1859.996931840218,2,336.2334557838221
31,6303.740568688093,2,4145.427911010813
28,2160.5398205550205,2,9809.548027355102
18,4324.150223456403,2,1860.261044770178
22,3250.689608910729,2,3167.4370226684396
27,7038.543283278438,2,9852.805125607061
28,4919.365632957046,2,4254.1178659090465
25,4081.493655480735,2,11.040853840228015
23,3901.2438918610496,2,4618.332143942561
32,4683.825494128378,2,10514.579786830487
28,5742.037987987267,2,8131.589571280247
24,3031.867341553222,2,2045.1075100870366
33,1638.4069114939537,3,2605.2832192477467
34,4754.195614743253,3,4884.384980549108
28,2122.725806921118,3,4710.427896017397
31,4981.5235845091875,3,2496.8759756755667
23,3738.0884825113185,3,6317.266791100489
28,4475.55031936219,3,4695.200274801624
32,5468.614374281066,3,2129.0729939545304
27,3213.4026450888045,3,130.29633502554216
21,154.0033566910626,3,1964.2209132473217
31,5290.250447223159,3,639.8128010666404
34,3670.1799753582923,3,2045.5773211670314
24,4966.037592552441,3,270.6241964393143
17,1905.5065454883454,3,1595.8013327155124
25,731.4883671719944,3,1176.2371069068317
31,4125.478913535054,3,1515.136353560434
28,3737.9356945944087,3,6480.014280293403
31,2375.0295775196396,3,845.6264576138789
28,509.67694287593866,3,3813.178493789752
24,1704.6195457149995,3,6431.213848986498
19,8553.740336653338,3,549.1911825147453
23,2267.8169758354375,3,2406.475600800254
19,2786.2704858524394,3,15.64267369905127
20,409.47551776627546,3,586.4513824807727
22,947.1491759613451,3,1777.4012995867176
29,907.0146892546413,3,760.1956254208267
21,2729.745399436772,3,6557.2134068593405
28,1252.9687970951913,3,4234.091498202029
23,2444.7371680045608,3,3988.472013115275
21,6004.441441032086,3,1887.8204015311603
31,557.1818275003535,3,2784.123744220234
20,2740.9501565704813,3,1092.9466547076636
31,3724.4199649560956,3,5154.9632173159935
19,1918.848672690916,3,1472.9236006605552
17,2785.3044945647853,3,3217.1614875854902
23,1700.8837445627378,3,595.0797922972135
30,6069.890781826419,3,687.5992621257016
31,1768.8039536520894,3,111.08128193751956
17,1344.3726575530357,3,4051.9736373502033
23,2383.035581384648,3,212.4756128975118
22,3891.498751214315,3,1927.4886662165263
23,9090.626334755329,3,987.1026025248835
28,1392.090620911823,3,4090.1818094315563
34,1013.3055253568477,3,2867.8903683038448
19,4289.897862453155,3,2144.554847866851
21,757.3882367724271,3,3061.971419379052
26,2149.639109374178,3,1328.0421361519623
18,270.40797046732604,3,172.47976855849524
32,65.32759546737445,3,2606.9739856628944
21,2720.4837919707365,3,1750.1747791061043
34,4624.175268093667,3,504.1100575614483
19,1993.2943935882943,3,1684.6334828617062
32,3861.056562101146,3,5795.039698066633
21,2109.8386345630593,3,6366.883149658638
24,160.69711455750658,3,538.8671716828757
27,1366.0950879598597,3,4877.757553226628
24,3462.189836702755,3,7821.776841001826
32,5475.600582089831,3,843.8163325554223
26,1615.21893925938,3,1013.2003610334174
32,3379.2824956272034,3,8568.47716189383
19,4349.801324570567,3,2339.370730245111
24,541.3506363002499,3,1137.8551005594188
18,490.35812576293347,3,2547.1482717724234
32,2288.383443699036,3,4814.911698328081
27,246.55570413492293,3,4231.790421880726
24,1829.6101944136751,3,207.26643402099296
23,3713.031163944472,3,4408.61925687956
20,2424.9205209621,3,5083.073128562649
26,1387.7578670074754,3,2060.7513519354175
26,1641.6438291413142,3,7319.547670124259
23,3316.755634654395,3,2341.4548932808702
26,2381.1286961855144,3,3250.698142436128
18,2255.494941157365,3,8022.245196541141
19,1097.8282864409073,3,213.794714695964
24,5724.910143330594,3,4922.618855676073
32,5421.366993672383,3,3423.000256209776
19,2459.5793074680446,3,5380.177986761198
30,3536.4614504796427,3,4015.133777708558
26,1014.3418060021171,3,2800.466647219513
28,9482.977866996274,3,4866.394890336022
30,3566.972746436637,3,622.7073370574648
17,39.7033636082452,3,3811.552621252218
19,8944.737638847908,3,1348.701681894365
26,4760.043225811974,3,662.1824655915774
24,2388.0716793090082,3,1899.7871999548258
20,3018.205964895453,3,3066.0339515463124
28,174.17012745974202,3,1774.0680239195055
34,2048.8011992313286,3,5639.164121087216
32,3479.3043598148083,3,357.675410639898
26,2946.6962043549393,3,3877.216978579209
29,2397.332611288635,3,4476.044690150983
17,1531.0581478151041,3,1748.0395284363422
34,502.53637350306,3,3155.868784877169
30,3240.2815693352563,3,1918.0775705487322
18,4304.652800812971,3,2476.2044931437526
23,2717.0203920153335,3,1571.332452991375
24,1476.829573485634,3,3644.9523985383607
30,4961.931759321806,3,3180.5216711142643
19,2581.9837834802083,3,3377.5193268648145
19,566.0351812715589,3,2475.591636715495
27,3603.3068395980886,3,2001.8088681020936
21,4373.958654859233,4,8019.103983748209
27,972.9466309513582,4,792.5085253793876
24,2710.71342360963,4,3165.667833868659
18,280.302886795173,4,4820.120202293096
18,754.466307332248,4,2696.7934077867008
33,1946.878045055383,4,2507.6715475891738
29,550.7291745384953,4,1801.9783626343356
30,2500.8658608453666,4,1823.5596488386088
25,1607.2713687042733,4,1532.0999834877464
23,470.0487342738134,4,1823.9809298696644
25,3612.159067163799,4,211.78633107618714
23,1219.7592708459863,4,488.0613101075402
27,2157.2486212097638,4,1539.6915268849775
24,250.2710236955925,4,2095.4388211555934
27,2745.5376489432642,4,1673.0413037315022
33,924.930237699328,4,2000.1820776801178
28,2859.4083657446045,4,4063.64826170866
28,1654.0098123506907,4,2378.8778535829324
28,2402.72951905515,4,1456.5912512404109
19,3227.8592593959083,4,6438.543490189648
27,782.6992742417989,4,501.5077592212901
20,5063.976145760713,4,650.3033122914113
23,1967.213829715518,4,1911.2649028595758
17,3750.524251051249,4,4563.297524641773
33,521.5576514606214,4,1145.1586541856195
17,2687.2907420909514,4,112.82755327738663
25,827.8232079256891,4,4188.8315717026035
27,2406.7099169835355,4,38.68294438852341
23,1294.325525552071,4,3256.8292948963885
27,7587.630298621243,4,2735.499520657613
17,2633.725274080053,4,283.01562659100665
24,4787.805102124326,4,1982.273121335382
33,111.86930441863201,4,1648.8201238810168
26,6613.782276797405,4,5932.357395547251
32,774.5860346149831,4,3190.300035860938
30,39.3771029571072,4,2921.6870920340216
34,4145.651286904966,4,1197.303067721111
29,213.76403414171327,4,2167.1901104729186
31,1300.1336787111145,4,545.387473453703
21,1995.5022558812225,4,1271.9438526935614
22,3307.4669946189347,4,544.238418712186
21,1046.1457291483416,4,2237.8036721925505
22,1428.1023630769546,4,495.7850056744573
24,93.59176002501748,4,140.247769161945
22,2033.7069736558499,4,699.5198332495507
28,3410.9184397023414,4,1361.973520223849
23,2958.1554557994345,4,4990.375456154557
17,3938.497128570672,4,3562.0069712019863
28,111.16640099440284,4,6006.987466889667
34,5152.612183002495,4,103.83594658314517
32,1443.5767071449598,4,1461.838210745328
21,2217.355715206572,4,1567.8825793691374
25,1734.3049999009495,4,1422.0138936797102
19,1741.5649117706864,4,2300.7828206083973
22,2601.9755370784765,4,130.52528620682338
31,2341.5607475356255,4,706.1448417586953
17,476.50895700462235,4,1504.466029711687
27,2910.5076472238793,4,471.6589861860037
30,6058.6738414813635,4,2844.3558256088186
33,4936.262022069332,4,19.2277240474957
20,184.72618441993,4,629.1109705484733
20,3317.257730008706,4,2894.1629712985277
29,305.2738501560042,4,890.9644736441953
22,851.0456040830292,4,5179.441112425459
21,662.1393131000547,4,3787.1565898826084
17,169.28874153286813,4,979.6063700894775
17,545.834756599133,4,3629.063439806627
33,897.0025594917294,4,1462.066508361855
18,2489.650617582813,4,1355.1211104773536
23,605.4067391770336,4,1817.8662878887742
27,176.40018823449267,4,2206.0982368056075
34,105.18005574950215,4,1767.9660410836154
34,1692.8236871970948,4,187.0077146876182
22,1829.3391321587364,4,1981.0627305549315
25,2953.2746103038103,4,1820.210330117351
26,492.43967129185535,4,1034.2994540380203
19,2614.3193365443694,4,1073.5817145262154
24,1862.5140634112142,4,2346.494626100588
32,2298.7223077347435,4,1500.3884754188568
20,493.744464687933,4,4227.341971597376
24,916.2995136826477,4,4451.820152767761
28,2283.5932637470623,4,4450.908846630141
32,2046.7894482003503,4,2846.9826539838305
28,930.4419724782771,4,2369.965626102403
26,1941.2977960627468,4,2743.3445186449217
26,3205.5688529485556,4,2903.9420629013966
26,3072.4887091931146,4,369.0649274620518
22,517.9590154871629,4,2574.853308539163
28,2362.783648346239,4,3728.8013653376374
29,754.5647450913885,4,1155.6551943801599
33,4585.691530890546,4,7858.955414661193
24,2611.753259496964,4,1186.107250229588
22,591.8779677570265,4,3554.394772267524
26,3211.7675421048625,4,1394.3586759824316
34,3685.1285067938234,4,1047.2646157387294
18,1266.6313301443088,4,3906.0089115314777
17,2660.5375609411076,4,3393.118845990793
31,3008.5189776655925,4,1280.3062607361176
29,1214.9923544144867,4,3287.1324875133173
34,655.0440950929374,4,1717.300869351487
31,5880.05562643792,5,497.7839240506156
33,2438.2054202562385,5,1254.487458702533
20,1059.106025474465,5,3594.497234957027
21,182.53156663718588,5,266.48301126760094
29,1429.1215163292395,5,1210.6283613169014
18,2234.224873484459,5,4211.217758269115
25,3118.024291789312,5,4639.678178219491
22,4665.888558659375,5,1020.4835820379685
33,1957.4223866587333,5,783.682510535354
23,214.82114693280346,5,339.3060645139971
31,1335.6838443623524,5,3497.24312540857
27,332.05618125234935,5,1191.1711753046056
21,657.4173264477317,5,1150.8991116862924
26,1152.7184003585112,5,1686.0699027212745
30,2094.2370107319116,5,342.37591526859234
23,502.4219000069975,5,12.226181575901425
34,1109.5641771579365,5,5085.015809976889
33,1938.4992999262836,5,1389.3774515078808
31,670.625948831247,5,71.68959782151063
21,1878.717895738498,5,1532.0273191503927
30,2470.5188701223296,5,946.87069356869
32,332.0962667247659,5,501.144046009522
30,2477.2778309899886,5,3219.534507125811
20,716.8699476993158,5,1914.3085469742916
34,871.9839964603658,5,2493.323077350128
21,653.4836814373732,5,746.6314009035644
32,531.5844249072663,5,2974.7898010725103
32,3155.1775095967137,5,4198.225139358406
31,595.6874966833293,5,271.0556532634697
21,1960.3475589238617,5,1456.165805885774
17,1438.569123212952,5,4815.089865197137
30,1510.6785813314004,5,448.8754864587736
32,299.22225963792175,5,2658.8917497576126
19,940.4644503269028,5,3609.968229458415
28,1669.5231962886392,5,980.7625766784062
29,136.81056417353616,5,2970.207029068063
26,379.8927251982717,5,2886.2601124225143
29,934.5910411037397,5,1965.7561109196206
30,1209.2651978243405,5,629.3479328864498
22,1582.843538214094,5,174.26939594291895
27,2917.8800616686867,5,1990.223126744436
20,629.3810883331996,5,1533.6943592452556
22,2311.57263464474,5,3920.7124605509803
19,516.8602903571874,5,521.1742660629354
22,5497.960312515982,5,1674.0900424627343
19,994.4041875657282,5,5292.892906866638
33,2824.7938006866575,5,390.6757629348287
20,406.69777459809393,5,1647.322234041429
28,5318.003167550675,5,373.60371186157704
30,1210.2736884252515,5,4615.426221593785
34,542.9031486158331,5,3102.3900806930196
25,2807.5730963080473,5,1610.4306679808487
26,1850.8941230769062,5,601.0771871022092
23,1371.0681436963325,5,1166.0306414039303
29,2225.2430742773345,5,393.01620492598585
25,1976.4942901407953,5,1593.5232794428837
33,722.7404789662266,5,550.5455030161377
30,4930.704008624076,5,4607.035623112454
25,409.98633561136114,5,879.4761457271215
32,307.76876530576953,5,1002.6932573985375
27,3859.6306511342723,5,3085.3818559541014
28,3024.27946657192,5,298.8857363397216
31,1660.416603141843,5,2628.5187968669165
20,1151.7772295056948,5,1294.3911384958933
25,465.96335781888655,5,1637.5854527390509
19,1325.4527243551927,5,1704.5136083158613
17,2299.837763944467,5,599.586842415166
34,2040.9938770323631,5,2023.5753379078765
34,1998.075799539713,5,229.00181173418187
29,1822.4329786717021,5,360.83113358526253
30,1276.6345142984396,5,2859.5273162610015
31,2795.048655949053,5,2087.4068983638435
26,3391.446097470124,5,3258.7211586924154
22,48.574342263781574,5,901.5435217848639
25,3825.8519757639056,5,1265.6067309277664
32,235.30894005440354,5,4182.120371115009
34,509.64106880842354,5,628.5603830125328
21,702.345354132214,5,1555.0023762927083
17,863.4376506558259,5,2087.714495277586
23,1272.2397691075814,5,1017.1329916246398
21,284.9093956042583,5,2942.2573015814332
31,626.1967957874969,5,476.1131201727797
32,1092.2865005498875,5,5187.484070712586
30,838.3757532122881,5,2642.20371547196
31,3195.8914858242065,5,913.2970716143927
34,1871.4400299849233,5,233.02342126339687
34,1511.7195795258767,5,1506.307032677887
33,868.6034489116248,5,783.9483488842365
